"title"	"year"	"length"	"budget"	"rating"	"votes"	"r1"	"r2"	"r3"	"r4"	"r5"	"r6"	"r7"	"r8"	"r9"	"r10"	"mpaa"	"Action"	"Animation"	"Comedy"	"Drama"	"Documentary"	"Romance"	"Short"
"Sand Pebbles, The"	1966	193	12000000	7.6	1773	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	"PG-13"	0	0	0	1	0	1	0
"George Washington Slept Here"	1942	93	NA	7.2	152	0	4.5	4.5	4.5	4.5	14.5	14.5	34.5	14.5	14.5	""	0	0	1	0	0	0	0
"Inimene, keda polnud"	1989	90	NA	6.2	8	0	0	0	14.5	0	14.5	14.5	14.5	0	45.5	""	0	0	0	1	0	0	0
"Champagne amer"	1986	82	NA	6	11	0	4.5	0	4.5	0	14.5	24.5	24.5	0	4.5	""	0	0	0	1	0	0	0
"I Like It Like That"	1994	104	NA	5.8	361	14.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	""	0	0	1	1	0	1	0
"Far from Home"	1989	86	NA	5.5	234	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	24.5	""	0	0	0	0	0	0	0
"Group, The"	1966	150	NA	6.5	162	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	14.5	""	0	0	0	1	0	0	0
"Murder Ahoy"	1964	93	NA	6.7	492	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	""	0	0	1	0	0	0	0
"Quel maledetto giorno d'inverno... Django e Sartana all'ultimo"	1970	90	NA	5.6	7	24.5	0	0	14.5	0	14.5	0	0	14.5	24.5	""	0	0	0	0	0	0	0
"Ella Enchanted"	2004	96	35000000	6.5	2502	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	"PG"	0	0	1	0	0	1	0
"Whoopee Boys, The"	1986	88	NA	4.7	154	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	34.5	""	0	0	1	0	0	0	0
"Temp, The"	1993	99	15000000	4.9	668	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Belle de jour"	1967	101	NA	7.5	3584	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	""	0	0	0	1	0	0	0
"Night Ferris Bueller Died, The"	1999	29	NA	3	35	24.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	4.5	24.5	""	0	0	0	0	0	0	1
"Dail el samakah"	2003	120	NA	4.1	6	0	14.5	0	0	0	0	0	14.5	14.5	45.5	""	0	0	0	0	0	0	0
"Lyubov s privilegiyami"	1989	105	NA	7.3	5	0	0	0	0	0	0	44.5	44.5	24.5	0	""	0	0	0	1	0	1	0
"Dick Tracy"	1945	61	NA	5.4	118	4.5	0	4.5	4.5	24.5	24.5	14.5	4.5	4.5	4.5	""	1	0	0	0	0	0	0
"Monster and the Peanut, The"	2004	18	10000	8.9	8	0	0	0	0	14.5	0	0	14.5	24.5	45.5	""	0	0	0	1	0	0	1
"Daughter of the Sun"	1962	60	11000	1.2	9	64.5	24.5	14.5	0	0	0	0	0	0	0	""	0	0	1	0	0	0	0
"Ubij me nezno"	1979	99	NA	7.2	7	0	0	0	0	0	14.5	24.5	14.5	14.5	24.5	""	0	0	0	0	0	0	0
"Last Rung On the Ladder, The"	1987	12	1500	5.5	6	14.5	0	0	0	14.5	14.5	0	34.5	0	14.5	""	0	0	0	1	0	0	1
"When Ladies Meet"	1933	85	NA	7.1	69	0	0	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5	""	0	0	1	0	0	1	0
"Regjeringen Martin"	2002	28	NA	6.4	34	14.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	44.5	""	0	0	1	0	0	0	1
"End of Suburbia: Oil Depletion and the Collapse of the American Dream, The"	2004	78	60000	7.6	42	4.5	0	4.5	0	4.5	4.5	4.5	24.5	14.5	34.5	""	0	0	0	0	1	0	0
"Three Orphan Kittens"	1935	9	NA	8.2	40	0	0	0	0	4.5	14.5	14.5	24.5	34.5	14.5	""	0	1	1	0	0	0	1
"Gene Autry and The Mounties"	1951	70	NA	6.2	9	0	0	14.5	0	24.5	14.5	34.5	14.5	0	14.5	""	0	0	0	0	0	0	0
"Abismos da Meia-Noite, Os"	1984	105	NA	4.4	10	34.5	0	0	0	24.5	0	24.5	0	0	34.5	""	0	0	0	0	0	0	0
"Winning of Barbara Worth, The"	1926	89	NA	7	17	0	0	0	0	4.5	14.5	14.5	24.5	14.5	24.5	""	0	0	0	1	0	1	0
"Roadside Diner"	2004	11	NA	8.2	12	0	0	0	0	14.5	14.5	4.5	0	0	45.5	""	0	0	0	0	0	0	1
"Water Damage"	1999	98	NA	3.9	74	14.5	14.5	14.5	24.5	24.5	4.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Key to the City"	1950	101	NA	6.4	80	4.5	0	4.5	4.5	14.5	24.5	24.5	24.5	4.5	4.5	""	0	0	1	0	0	1	0
"Yo puta"	2004	76	6000000	4.3	151	14.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	14.5	"R"	0	0	0	1	0	0	0
"Ride Him, Cowboy"	1932	55	NA	4.8	73	4.5	4.5	4.5	14.5	34.5	14.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Kid Nightingale"	1939	57	NA	5.2	21	0	4.5	0	14.5	24.5	34.5	24.5	0	0	0	""	0	0	1	0	0	0	0
"Dirt"	2003	91	NA	7.3	7	0	0	0	0	0	44.5	24.5	0	14.5	14.5	""	0	0	1	1	0	0	0
"Piedone d'Egitto"	1979	101	NA	5.2	127	4.5	4.5	4.5	4.5	14.5	14.5	24.5	4.5	4.5	14.5	""	1	0	1	1	0	0	0
"God Said, 'Ha!'"	1998	85	NA	7.2	286	4.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	24.5	"PG-13"	0	0	0	1	0	0	0
"Bedrooms and Hallways"	1998	96	NA	6.6	891	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	1	0
"Fran"	1985	98	NA	5.5	12	4.5	0	0	4.5	14.5	34.5	4.5	14.5	4.5	0	""	0	0	0	1	0	0	0
"Another You"	1991	94	26000000	4.4	398	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	""	0	0	1	0	0	0	0
"Gaijin, Os Caminhos da Liberdade"	1980	112	NA	5.8	17	4.5	0	0	0	4.5	14.5	4.5	24.5	14.5	34.5	""	0	0	0	0	0	0	0
"Marathon"	2005	117	NA	9.4	9	0	0	0	0	0	0	14.5	0	24.5	64.5	""	0	0	0	1	0	0	0
"She Wanted a Millionaire"	1932	80	NA	6.1	5	0	0	0	24.5	24.5	44.5	24.5	0	0	0	""	0	0	0	1	0	0	0
"Happy Hooker Goes to Washington, The"	1977	89	NA	2.6	77	24.5	14.5	24.5	4.5	4.5	4.5	0	4.5	0	4.5	""	0	0	1	0	0	0	0
"No Witness"	2003	9	NA	6.9	7	44.5	0	0	0	0	14.5	44.5	0	0	0	""	0	0	0	0	0	0	1
"Urlo, L'"	1970	93	NA	6.5	6	0	0	14.5	0	0	0	14.5	0	14.5	45.5	""	0	0	0	0	0	0	0
"Skupljaci perja"	1967	94	NA	8.5	62	0	0	0	0	0	4.5	4.5	4.5	24.5	45.5	""	0	0	0	1	0	0	0
"Pacco, doppio pacco e contropaccotto"	1993	118	NA	7.5	12	0	0	0	4.5	4.5	4.5	4.5	45.5	0	4.5	""	0	0	0	0	0	0	0
"36K"	2000	83	NA	7.8	12	4.5	0	4.5	4.5	0	0	0	4.5	24.5	44.5	""	0	0	0	0	0	0	0
"My Josephine"	2003	9	NA	7.4	7	0	0	14.5	0	0	0	0	14.5	24.5	44.5	""	0	0	0	1	0	0	1
"George and Rosemary"	1987	9	NA	7.6	24	0	0	4.5	0	0	4.5	24.5	24.5	14.5	24.5	""	0	1	1	0	0	1	1
"Gauguin"	1950	11	NA	5.5	8	14.5	0	14.5	0	0	24.5	24.5	0	0	24.5	""	0	0	0	0	0	0	1
"Six Days Seven Nights"	1998	101	70000000	5.6	11112	4.5	4.5	4.5	14.5	14.5	24.5	24.5	4.5	4.5	4.5	""	1	0	1	0	0	1	0
"Eins og skepnan deyr"	1986	97	NA	5.1	6	0	0	34.5	14.5	14.5	14.5	0	0	0	14.5	""	0	0	0	0	0	0	0
"Iluminacja"	1973	87	NA	7.5	44	0	0	0	0	0	14.5	4.5	4.5	34.5	34.5	""	0	0	0	0	0	0	0
"Agapisa mia polithrona"	1971	92	NA	4.9	14	4.5	0	24.5	14.5	24.5	24.5	0	0	0	0	""	0	0	1	0	0	0	0
"Run Silent Run Deep"	1958	88	NA	7.3	1193	4.5	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	14.5	""	1	0	0	1	0	0	0
"Photographe"	1895	1	NA	4.8	28	14.5	0	4.5	14.5	14.5	34.5	14.5	14.5	0	4.5	""	0	0	0	0	1	0	1
"Xi chu bawang"	1994	177	NA	6.3	60	4.5	4.5	4.5	4.5	14.5	4.5	24.5	24.5	14.5	14.5	""	1	0	0	1	0	0	0
"Brotherly Love"	1936	6	NA	7.2	12	4.5	0	0	0	14.5	0	14.5	14.5	14.5	24.5	""	0	1	1	0	0	0	1
"Paperhouse"	1988	92	NA	6.8	533	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	24.5	""	0	0	0	0	0	0	0
"North West Mounted Police"	1940	126	NA	6.3	226	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	1	0	0	1	0	0	0
"Why Do Fools Fall In Love"	1998	116	NA	5.6	608	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	"R"	0	0	0	1	0	0	0
"Zico"	2002	86	NA	6.7	7	0	14.5	0	14.5	0	14.5	0	0	24.5	24.5	""	0	0	0	0	1	0	0
"Angeli bianchi... angeli neri"	1970	82	NA	5.1	10	0	0	24.5	14.5	0	0	34.5	14.5	0	34.5	""	0	0	0	0	1	0	0
"Kalte Heimat"	1995	157	NA	7.6	5	0	0	0	0	0	24.5	24.5	44.5	24.5	0	""	0	0	0	0	1	0	0
"Glasses"	2001	25	NA	4.7	5	24.5	0	24.5	24.5	24.5	24.5	0	0	0	0	""	0	1	0	0	0	0	1
"Passion"	1982	88	NA	5.9	197	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	4.5	24.5	""	0	0	0	1	0	0	0
"House Party 3"	1994	100	NA	3.3	282	14.5	14.5	14.5	4.5	14.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Time Bandits"	1981	110	5000000	6.9	9434	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	""	0	0	1	0	0	0	0
"1974"	2000	8	NA	4.4	12	0	14.5	24.5	4.5	24.5	0	4.5	0	4.5	4.5	""	0	1	0	0	0	0	1
"Oklahoman, The"	1957	80	NA	5.9	30	0	0	4.5	4.5	14.5	34.5	24.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Stag"	2001	9	NA	7.1	24	0	0	0	0	14.5	4.5	14.5	34.5	14.5	14.5	""	0	0	0	1	0	0	1
"Poeten og Lillemor"	1959	95	NA	6.5	15	0	0	14.5	0	14.5	24.5	34.5	14.5	0	0	""	0	0	0	0	0	0	0
"In Good Conscience: Sister Jeannine Gramick's Journey of Faith"	2004	82	NA	9	9	0	0	0	0	14.5	0	0	14.5	24.5	45.5	""	0	0	0	0	1	0	0
"Ce ma ru lin"	1984	115	NA	8.5	7	0	0	0	0	0	0	14.5	24.5	45.5	0	""	1	0	0	0	0	0	0
"Jongen die niet meer praatte, De"	1995	121	NA	6.7	10	14.5	0	0	14.5	0	14.5	34.5	14.5	24.5	14.5	""	0	0	0	1	0	0	0
"Shinel"	1926	84	NA	7.7	19	0	0	4.5	4.5	0	0	24.5	44.5	4.5	14.5	""	0	0	0	0	0	0	0
"Chartroose Caboose"	1960	75	NA	6.4	19	24.5	0	0	0	14.5	4.5	14.5	24.5	4.5	24.5	""	0	0	1	0	0	0	0
"Towers Open Fire"	1963	10	NA	6.8	39	4.5	0	4.5	4.5	4.5	4.5	14.5	24.5	14.5	34.5	""	0	0	0	0	0	0	1
"Of Human Bondage"	1946	105	NA	6.9	67	0	0	4.5	0	14.5	24.5	24.5	34.5	4.5	4.5	""	0	0	0	1	0	0	0
"Flaxy Martin"	1949	86	NA	6.5	29	0	0	4.5	0	24.5	24.5	34.5	14.5	0	4.5	""	0	0	0	0	0	0	0
"Green Cockatoo, The"	1937	65	NA	4.9	8	0	0	24.5	14.5	0	24.5	0	14.5	0	24.5	""	0	0	0	0	0	0	0
"Alibaba Aur 40 Chor"	1980	153	NA	5.7	42	4.5	0	0	4.5	4.5	14.5	24.5	14.5	24.5	14.5	""	1	0	0	0	0	0	0
"Lisbon"	1956	90	NA	5.2	41	0	0	0	14.5	24.5	24.5	14.5	14.5	4.5	0	""	0	0	0	1	0	0	0
"Eternamente Pagu"	1987	100	NA	7.5	21	4.5	0	4.5	4.5	4.5	0	4.5	14.5	14.5	24.5	""	0	0	0	1	0	0	0
"Masumiyet"	1997	110	NA	8.6	113	4.5	0	0	4.5	4.5	4.5	4.5	14.5	24.5	44.5	""	0	0	0	1	0	0	0
"Rainbow Thief, The"	1990	87	10000000	6	49	4.5	4.5	4.5	4.5	14.5	4.5	24.5	14.5	14.5	14.5	"R"	0	0	0	1	0	0	0
"Boys' Night Out"	1962	115	NA	6.5	288	4.5	4.5	4.5	4.5	4.5	14.5	34.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Mary Jane's Not a Virgin Anymore"	1997	98	50000	5.9	41	24.5	0	4.5	4.5	4.5	14.5	4.5	4.5	14.5	14.5	""	0	0	0	1	0	0	0
"Radioactive Dreams"	1985	98	NA	4.6	114	4.5	4.5	4.5	4.5	14.5	4.5	4.5	14.5	4.5	14.5	""	1	0	1	0	0	0	0
"There Goes the Bride"	1932	79	NA	6.1	13	0	0	4.5	4.5	4.5	4.5	34.5	24.5	14.5	0	""	0	0	1	0	0	0	0
"Paul Monette: The Brink of Summer's End"	1996	90	NA	7.2	41	0	4.5	4.5	0	4.5	4.5	4.5	14.5	14.5	45.5	""	0	0	0	0	1	0	0
"Ruz-e vagh'e"	1995	105	NA	8.1	7	0	0	0	0	14.5	14.5	0	24.5	0	44.5	""	0	0	0	0	0	0	0
"Stubble Trouble"	2000	5	NA	6.1	33	4.5	0	0	0	34.5	4.5	14.5	14.5	14.5	4.5	""	0	1	1	0	0	0	1
"Lady of the Lake"	1998	82	60000	3.9	46	24.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	0	14.5	"R"	0	0	0	0	0	0	0
"Galia"	1966	105	NA	6.2	12	0	0	0	0	4.5	14.5	44.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Soundman, The"	1950	10	NA	5.2	6	0	0	0	0	45.5	34.5	14.5	0	0	0	""	0	0	0	0	1	0	1
"Roadgames"	1981	101	NA	6.4	292	4.5	4.5	4.5	4.5	4.5	24.5	34.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Happy Birthdaze"	1943	8	NA	6	7	0	0	0	0	14.5	44.5	0	14.5	0	24.5	""	0	1	1	0	0	0	1
"Moi Ivan, toi Abraham"	1993	105	NA	7.5	66	4.5	0	0	4.5	4.5	4.5	14.5	24.5	14.5	34.5	""	0	0	0	1	0	0	0
"Polar Pals"	1939	6	NA	6.9	17	0	0	0	0	4.5	24.5	34.5	14.5	4.5	14.5	""	0	1	1	0	0	0	1
"Organization, The"	1971	106	NA	5.7	118	4.5	4.5	4.5	14.5	24.5	24.5	24.5	4.5	4.5	4.5	"PG-13"	0	0	0	1	0	0	0
"Floortje"	2002	7	NA	8	6	0	0	0	0	0	0	34.5	34.5	14.5	14.5	""	0	0	0	1	0	0	1
"Death Code: Ninja"	1987	86	NA	7.5	6	14.5	0	0	14.5	0	0	0	0	0	64.5	""	0	0	0	0	0	0	0
"Sweet"	2001	10	NA	6.2	40	14.5	4.5	4.5	4.5	4.5	4.5	14.5	24.5	4.5	14.5	""	0	0	1	0	0	1	1
"Gorgeous Hussy, The"	1936	103	NA	5.1	112	4.5	4.5	4.5	14.5	14.5	14.5	24.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Mortal Passions"	1989	92	NA	5	54	4.5	4.5	14.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Whole"	2003	55	50000	7.5	12	0	0	0	0	4.5	24.5	34.5	4.5	24.5	0	""	0	0	0	0	1	0	0
"On the Fiddle"	1961	89	NA	5.5	41	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	4.5	24.5	""	0	0	1	0	0	0	0
"Single White Female"	1992	107	NA	6.2	4403	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Toughest Man in Arizona"	1952	85	NA	4.1	28	14.5	4.5	4.5	14.5	24.5	24.5	4.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Amic/Amat"	1999	90	NA	7.6	150	4.5	0	4.5	4.5	4.5	14.5	24.5	24.5	14.5	24.5	""	0	0	0	1	0	0	0
"Liefdesbekentenissen"	1967	80	NA	5.5	5	0	0	0	24.5	24.5	0	24.5	24.5	0	24.5	""	0	0	0	1	0	1	0
"Todo es mentira"	1994	99	NA	6.7	135	4.5	4.5	0	4.5	4.5	4.5	14.5	24.5	14.5	24.5	""	0	0	1	0	0	0	0
"Claudelle Inglish"	1961	99	NA	5.2	25	4.5	0	4.5	14.5	24.5	14.5	24.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Atlantic Convoy"	1942	66	NA	6	5	0	0	0	0	24.5	44.5	24.5	0	0	24.5	""	0	0	0	1	0	0	0
"I Tremble Waiting"	2002	20	NA	8.5	6	14.5	0	0	0	0	0	0	0	0	84.5	""	0	0	0	0	0	0	1
"Friday the 13th"	1953	7	NA	6.6	5	24.5	0	0	0	24.5	0	24.5	0	0	44.5	""	0	1	0	0	0	0	1
"Boxcar Bertha"	1972	92	600000	5.8	590	4.5	4.5	4.5	4.5	14.5	34.5	24.5	4.5	4.5	4.5	""	0	0	0	1	0	0	0
"Torture Ship"	1939	57	NA	4.2	10	0	14.5	34.5	14.5	34.5	14.5	0	14.5	0	0	""	0	0	0	0	0	0	0
"Pee Shy"	2004	15	NA	9.8	14	0	0	0	0	0	0	0	4.5	4.5	84.5	""	0	0	0	0	0	0	1
"Hong-Kong (HKG)"	1999	13	NA	5.7	11	14.5	0	0	4.5	0	0	24.5	4.5	24.5	4.5	""	0	0	0	0	1	0	1
"Indecent Behavior II"	1994	89	NA	3.7	106	14.5	4.5	14.5	14.5	4.5	4.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Jitney Elopement, A"	1915	33	NA	6	102	4.5	4.5	4.5	4.5	24.5	24.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	1
"Cet homme est dangereux"	1953	92	NA	3.6	5	0	0	24.5	24.5	24.5	0	0	24.5	24.5	0	""	0	0	0	0	0	0	0
"Joe Glow the Firefly"	1941	7	NA	6.3	10	24.5	0	0	14.5	14.5	24.5	0	34.5	14.5	0	""	0	1	1	0	0	0	1
"End of Innocence, The"	1990	102	NA	5.8	52	4.5	4.5	4.5	4.5	14.5	24.5	4.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"Parties fines"	1977	91	NA	6.3	23	0	4.5	4.5	0	4.5	4.5	14.5	34.5	24.5	4.5	""	0	0	0	0	0	0	0
"Dahucapra rupidahu"	2004	7	NA	7	5	0	0	0	0	0	0	84.5	0	0	24.5	""	0	1	1	0	1	0	1
"Leading Man, The"	1996	95	NA	5.9	420	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	14.5	"R"	0	0	0	1	0	0	0
"I Wake Up Screaming"	1941	82	NA	7.5	209	0	4.5	4.5	4.5	4.5	14.5	24.5	34.5	14.5	14.5	""	0	0	0	0	0	0	0
"Coup de jeune"	1993	88	NA	3.9	11	4.5	0	24.5	14.5	4.5	0	24.5	0	0	4.5	""	0	0	1	0	0	0	0
"Monsieur Taxi"	1952	78	NA	6.6	9	0	0	14.5	0	24.5	24.5	14.5	0	14.5	24.5	""	0	0	0	0	0	0	0
"Grampy's Indoor Outing"	1936	6	NA	5.9	8	0	0	0	14.5	0	64.5	14.5	0	0	14.5	""	0	1	1	0	0	0	1
"Terje Vigen"	1917	56	NA	7.6	40	0	0	0	0	0	4.5	4.5	24.5	14.5	44.5	""	0	0	0	1	0	0	0
"Marshal of Reno"	1944	54	NA	7	5	0	0	0	0	24.5	0	64.5	0	0	24.5	""	0	0	0	0	0	0	0
"Charlie Chaplin Carnival"	1938	100	NA	5.7	12	24.5	0	0	0	0	0	14.5	4.5	14.5	34.5	""	0	0	0	0	0	0	0
"Tarzan and the Green Goddess"	1938	72	NA	5.1	88	4.5	4.5	4.5	14.5	4.5	4.5	4.5	14.5	24.5	24.5	""	1	0	0	0	0	0	0
"El Gaucho Goofy"	1943	8	NA	6.1	24	14.5	0	0	4.5	14.5	14.5	4.5	24.5	4.5	14.5	""	0	1	0	0	0	0	1
"Top Gun"	1986	110	15000000	6.5	32410	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	""	1	0	0	1	0	1	0
"Don Segundo Sombra"	1969	100	NA	4.8	14	24.5	4.5	0	0	4.5	4.5	0	24.5	4.5	24.5	""	0	0	0	0	0	0	0
"Skeletons in the Closet"	2000	86	1500000	5.4	239	4.5	4.5	4.5	4.5	4.5	14.5	14.5	14.5	4.5	14.5	"R"	0	0	0	1	0	0	0
"Half Japanese: The Band That Would Be King"	1993	90	NA	6.6	51	4.5	4.5	4.5	0	4.5	14.5	14.5	14.5	14.5	24.5	""	0	0	0	0	1	0	0
"Rocktober Blood"	1984	93	NA	3.7	32	14.5	14.5	24.5	14.5	0	4.5	0	0	4.5	24.5	""	0	0	0	0	0	0	0
"Tomb of Ligeia, The"	1965	81	NA	6.3	371	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	4.5	""	0	0	0	0	0	0	0
"It Came from Hollywood"	1982	80	5000000	5.5	240	4.5	4.5	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	""	0	0	1	0	1	0	0
"Happy New Year"	1987	85	NA	5.7	91	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	4.5	""	0	0	1	0	0	0	0
"Valachi Papers, The"	1972	125	NA	6.1	230	4.5	4.5	4.5	4.5	4.5	24.5	24.5	14.5	4.5	4.5	""	0	0	0	1	0	0	0
"Child, The"	1977	85	NA	3.7	91	14.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	""	0	0	0	0	0	0	0
"Slightly Daffy"	1944	7	NA	6.9	30	0	0	4.5	0	14.5	14.5	34.5	24.5	4.5	4.5	""	0	1	1	0	0	0	1
"Denied"	2004	96	NA	4	51	14.5	4.5	14.5	4.5	4.5	14.5	4.5	14.5	4.5	14.5	""	0	0	0	1	0	0	0
"London Belongs to Me"	1948	112	NA	6.5	34	0	0	0	4.5	4.5	24.5	34.5	24.5	4.5	4.5	""	0	0	0	1	0	0	0
"Johnny Doesn't Live Here Any More"	1944	79	NA	5.7	10	0	0	0	0	34.5	24.5	24.5	14.5	0	24.5	""	0	0	1	0	0	1	0
"Embalmer, The"	1996	85	50000	1.4	22	34.5	14.5	4.5	0	0	0	14.5	0	0	24.5	""	0	0	0	0	0	0	0
"Road to Denver, The"	1955	90	NA	5.8	30	0	4.5	4.5	0	24.5	34.5	14.5	4.5	14.5	4.5	""	0	0	0	0	0	0	0
"Camisards, Les"	1972	100	NA	5.4	12	14.5	0	4.5	0	4.5	14.5	34.5	4.5	0	4.5	""	0	0	0	1	0	0	0
"Shootfighter II"	1995	95	NA	4.6	54	14.5	4.5	14.5	14.5	14.5	4.5	4.5	4.5	4.5	4.5	"R"	1	0	0	0	0	0	0
"Manta, Manta"	1991	91	NA	4.6	320	4.5	4.5	14.5	14.5	14.5	14.5	4.5	4.5	4.5	14.5	""	0	0	1	0	0	0	0
"Steamboy"	2004	126	20000000	6.6	529	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	14.5	"PG-13"	1	1	0	1	0	0	0
"Mauri"	1988	101	NA	5.2	11	14.5	0	0	0	24.5	24.5	14.5	0	0	4.5	""	0	0	0	0	0	0	0
"Documentary on the Making of 'Gore Vidal's Caligula', A"	1981	56	NA	3.7	20	14.5	14.5	4.5	4.5	14.5	34.5	14.5	0	4.5	14.5	""	0	0	0	0	1	0	0
"Rabatteuse, La"	1978	90	NA	4.6	9	0	0	0	34.5	14.5	14.5	0	0	24.5	24.5	""	0	0	0	0	0	0	0
"Second Coming, The"	1992	30	NA	8.2	5	0	0	0	24.5	0	0	24.5	0	0	64.5	""	0	0	0	0	0	0	1
"Malliswari"	1951	194	NA	8.9	8	14.5	0	0	0	0	0	0	0	0	84.5	""	0	0	0	1	0	1	0
"Ghost Story"	1974	89	NA	4.6	41	14.5	4.5	4.5	4.5	14.5	24.5	14.5	4.5	4.5	4.5	""	0	0	0	0	0	0	0
"Luz prodigiosa, La"	2003	108	2000000	7	44	0	0	0	0	4.5	4.5	14.5	14.5	4.5	44.5	""	0	0	0	1	0	0	0
"Every Sunday"	1936	11	NA	6.8	87	0	0	4.5	4.5	14.5	14.5	24.5	14.5	4.5	14.5	""	0	0	0	0	0	0	1
"Nixon"	1995	212	50000000	6.8	5837	4.5	4.5	4.5	4.5	4.5	14.5	24.5	24.5	14.5	14.5	"R"	0	0	0	1	0	0	0
"Cinco nacos asaltan Las Vegas"	1987	106	NA	7.3	6	14.5	0	0	0	14.5	0	0	0	34.5	34.5	""	1	0	1	0	0	0	0
"Swingers"	2002	93	NA	5.7	142	4.5	4.5	4.5	4.5	4.5	4.5	4.5	14.5	14.5	24.5	""	0	0	0	1	0	1	0
"Che!"	1969	96	2800000	3.3	100	34.5	4.5	4.5	14.5	4.5	4.5	14.5	4.5	4.5	14.5	""	0	0	0	1	0	0	0
"Ecco fatto"	1998	90	NA	7.1	61	4.5	4.5	4.5	4.5	4.5	14.5	24.5	14.5	14.5	4.5	""	0	0	1	0	0	0	0
"Blow Me Down!"	1933	6	NA	6.4	11	0	0	0	4.5	4.5	14.5	14.5	14.5	14.5	4.5	""	0	1	1	0	0	0	1
"Three Troubledoers, The"	1946	17	NA	6.7	47	4.5	4.5	4.5	4.5	14.5	14.5	24.5	14.5	4.5	4.5	""	0	0	1	0	0	0	1
"Angel 4: Undercover"	1993	94	NA	3.2	67	24.5	14.5	14.5	4.5	4.5	4.5	0	4.5	14.5	24.5	""	1	0	0	1	0	0	0
"Taste"	2001	22	NA	6.1	10	0	0	0	14.5	24.5	44.5	24.5	14.5	0	0	""	0	0	1	1	0	0	1
"Apache Chief"	1949	60	NA	4.4	7	0	0	24.5	24.5	0	14.5	14.5	0	14.5	0	""	0	0	0	0	0	0	0
"Double Tap"	1997	87	8000000	5.3	184	4.5	4.5	4.5	14.5	14.5	14.5	24.5	14.5	4.5	4.5	"R"	1	0	0	0	0	0	0
"Branded a Coward"	1935	58	NA	4.3	5	0	0	24.5	44.5	0	0	24.5	24.5	0	0	""	0	0	0	0	0	0	0
"VIP: Very Important Pinoys"	2003	48	NA	3	6	14.5	34.5	14.5	14.5	0	14.5	0	0	0	0	""	0	0	0	0	1	0	0
